previous,duration,pdays,day,campaign,balance,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,126,0,7,1,1093,entrepreneur,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
0,165,0,1,1,2754,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
9,615,159,21,1,-1027,student,single,secondary,no,no,no,cellular,jan,other,unpriv,yes
0,304,0,21,2,890,retired,married,secondary,no,no,yes,cellular,aug,unknown,unpriv,unpref
0,74,0,29,1,2534,unemployed,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,284,0,18,1,9852,management,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,68,0,14,3,-4191,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,1823,0,5,1,-3118,unemployed,divorced,secondary,no,no,no,cellular,jul,unknown,1,yes
0,221,2,21,1,-505,management,married,unknown,no,no,no,cellular,dec,unknown,unpriv,unpref
0,1105,1,11,1,-1259,blue-collar,married,primary,no,yes,no,cellular,mar,unknown,1,unpref
0,138,0,14,1,6808,housemaid,married,primary,no,yes,no,cellular,nov,unknown,unpriv,unpref
0,70,0,3,2,5034,admin.,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,603,0,16,5,763,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,1,yes
0,121,0,18,2,-2155,blue-collar,married,primary,no,no,no,unknown,may,unknown,1,unpref
0,634,0,23,8,5892,management,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
0,76,0,26,1,3638,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,348,0,19,1,1404,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,260,0,3,1,91,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,86,0,26,2,626,admin.,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,235,8,10,1,3180,management,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,81,4,9,1,606,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,243,0,27,1,941,admin.,married,tertiary,no,no,no,cellular,may,unknown,1,unpref
0,144,0,10,1,-481,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,230,5,3,1,3034,technician,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
5,206,171,16,1,1767,blue-collar,divorced,secondary,no,yes,no,cellular,nov,other,1,unpref
0,106,0,24,1,3531,technician,single,secondary,no,no,no,cellular,apr,unknown,1,unpref
0,595,0,28,3,-899,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
2,133,78,12,1,3952,management,married,tertiary,no,no,yes,cellular,nov,failure,1,unpref
0,39,0,8,1,242,admin.,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,416,380,6,1,2607,blue-collar,married,primary,no,yes,no,cellular,apr,failure,1,unpref
0,330,0,6,6,-398,services,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,256,0,12,1,3244,technician,divorced,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,116,0,6,1,3016,technician,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,191,0,22,2,-1106,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,1137,0,13,1,4094,management,married,tertiary,no,no,no,unknown,jun,unknown,1,yes
0,179,0,17,23,1169,technician,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,69,0,13,1,1678,admin.,single,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,107,0,4,1,634,services,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,69,0,23,2,-223,management,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,100,0,6,1,886,management,single,tertiary,no,yes,yes,unknown,jun,unknown,1,unpref
0,167,0,22,1,-299,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,153,0,20,1,5347,management,single,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,86,0,19,2,2207,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,292,0,12,3,3386,technician,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,60,0,2,2,-845,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,0,0,30,1,-7611,technician,married,secondary,yes,no,yes,cellular,jul,unknown,unpriv,yes
0,176,1,30,1,225,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
58,19,6,6,1,2892,technician,single,tertiary,no,yes,no,cellular,jun,other,1,unpref
2,122,146,18,1,-824,technician,married,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,152,0,1,2,-2654,admin.,single,tertiary,no,no,no,cellular,feb,unknown,1,unpref
0,291,0,6,2,-163,management,single,tertiary,no,no,no,cellular,feb,unknown,1,unpref
0,348,0,4,1,120,blue-collar,single,tertiary,no,no,no,cellular,feb,unknown,unpriv,yes
0,128,0,11,1,798,management,single,tertiary,no,no,no,cellular,feb,unknown,1,yes
0,187,0,23,2,-238,management,married,tertiary,no,no,no,cellular,apr,unknown,1,unpref
0,155,0,27,2,5844,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,199,8,7,1,-600,blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,unpriv,unpref
0,81,0,25,4,-787,unemployed,single,primary,no,no,no,unknown,jun,unknown,1,yes
2,262,322,17,1,5193,blue-collar,single,secondary,no,yes,no,cellular,may,failure,1,unpref
1,144,187,28,1,2621,unemployed,single,secondary,no,no,no,cellular,mar,failure,1,yes
0,464,0,17,1,4061,blue-collar,divorced,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,433,0,16,1,821,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,79,3,15,1,1141,entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,1,yes
0,177,0,13,6,2607,technician,divorced,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,399,0,15,4,-927,unemployed,married,primary,no,no,no,telephone,jul,unknown,1,unpref
0,34,0,22,2,-3873,technician,married,tertiary,no,no,no,cellular,may,unknown,1,yes
0,100,0,14,1,606,admin.,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,233,0,2,3,913,services,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,130,1,25,1,-1120,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,25,0,27,1,7043,blue-collar,single,tertiary,no,no,no,cellular,jan,unknown,1,unpref
0,126,0,13,1,4996,blue-collar,single,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,95,0,10,13,227,technician,married,secondary,yes,yes,no,telephone,aug,unknown,1,unpref
2,311,39,14,2,-4359,blue-collar,single,secondary,no,yes,yes,cellular,apr,failure,1,yes
2,324,204,9,1,2367,technician,married,secondary,no,no,no,cellular,nov,failure,1,unpref
0,102,0,30,13,1262,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,242,31,7,1,9621,blue-collar,married,secondary,no,no,no,cellular,aug,success,unpriv,yes
0,94,0,16,5,4042,management,single,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,149,1,10,1,-1181,management,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,448,3,10,1,-1617,self-employed,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,73,0,6,3,-3219,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,326,0,14,1,2637,blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,1,yes
0,1296,9,5,1,3440,management,married,tertiary,no,no,no,cellular,jul,unknown,1,yes
0,134,0,28,1,769,management,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,1573,0,23,1,-4007,retired,single,primary,no,no,no,cellular,sep,unknown,1,unpref
4,252,286,12,1,-4570,technician,divorced,secondary,no,yes,no,cellular,may,failure,1,unpref
0,0,0,4,1,9588,management,single,tertiary,no,no,no,unknown,may,unknown,unpriv,unpref
0,303,1,23,2,-324,management,single,tertiary,no,yes,yes,unknown,may,unknown,1,unpref
12,88,362,13,1,5647,blue-collar,married,secondary,no,yes,no,cellular,may,other,1,unpref
0,183,0,18,3,3443,self-employed,married,primary,no,no,no,cellular,nov,unknown,1,unpref
0,4,0,15,5,-1497,housemaid,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,214,0,21,1,2456,technician,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,182,0,18,4,1715,blue-collar,married,primary,no,no,no,telephone,nov,unknown,1,unpref
0,68,0,3,1,-569,blue-collar,married,unknown,no,yes,yes,unknown,jun,unknown,unpriv,unpref
0,394,0,16,1,595,management,married,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
2,159,5,5,1,3980,technician,single,tertiary,no,no,no,cellular,nov,failure,1,unpref
0,545,0,13,1,2381,blue-collar,divorced,secondary,no,no,no,telephone,jul,unknown,1,yes
0,113,0,18,3,6573,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,84,0,18,1,-1208,retired,married,tertiary,no,no,no,cellular,nov,unknown,1,unpref
0,676,54,15,2,4227,blue-collar,married,unknown,no,no,no,cellular,apr,unknown,1,yes
0,82,0,25,1,3881,management,married,secondary,no,no,no,telephone,jan,unknown,1,unpref
1,470,365,20,1,2606,management,divorced,tertiary,no,yes,no,cellular,may,failure,1,yes
0,99,0,9,2,617,management,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,524,0,12,1,1168,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,1,yes
0,627,0,5,1,-78,services,single,secondary,no,no,no,unknown,jun,unknown,1,yes
0,81,10,13,2,695,admin.,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,185,2,19,1,-1056,admin.,single,secondary,no,no,no,cellular,jul,unknown,unpriv,unpref
0,79,0,6,1,2271,technician,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,205,0,17,1,2092,unemployed,single,tertiary,no,no,no,unknown,nov,unknown,1,unpref
0,460,294,4,1,678,technician,married,secondary,no,no,yes,cellular,feb,failure,1,unpref
0,200,0,27,1,5051,blue-collar,married,primary,no,yes,no,cellular,jan,unknown,1,unpref
0,258,0,3,3,462,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,1,yes
1,83,111,18,2,2911,management,single,tertiary,no,yes,no,cellular,nov,failure,1,unpref
0,38,0,16,2,-683,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,131,0,16,3,-3052,management,married,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
0,394,0,4,1,368,admin.,single,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,285,0,23,1,558,management,married,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,810,0,17,1,1517,management,single,unknown,no,yes,no,unknown,may,unknown,unpriv,unpref
0,475,0,25,2,1047,blue-collar,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,884,0,5,1,-1048,blue-collar,married,primary,no,no,no,unknown,jun,unknown,1,unpref
0,95,0,20,1,2289,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,38,0,15,1,-467,management,single,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
0,162,0,24,13,-3566,services,married,secondary,no,no,yes,cellular,aug,unknown,1,unpref
0,113,0,24,5,1176,admin.,divorced,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,173,9,27,1,4684,management,married,tertiary,no,yes,no,telephone,may,unknown,unpriv,unpref
0,105,0,13,5,-451,technician,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,8,0,16,3,1548,blue-collar,married,primary,no,yes,no,telephone,apr,unknown,1,unpref
0,466,0,17,1,-41,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,292,0,8,4,3248,management,married,secondary,no,no,no,unknown,jun,unknown,1,unpref
0,86,0,14,1,-696,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
2,126,197,29,14,2836,self-employed,married,secondary,no,no,no,cellular,jan,success,1,unpref
0,70,206,19,1,8477,blue-collar,married,tertiary,no,yes,no,cellular,nov,success,1,unpref
0,347,516,18,2,2627,blue-collar,married,secondary,no,yes,no,cellular,apr,other,1,unpref
0,192,1,16,1,-705,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,334,0,7,2,858,blue-collar,divorced,secondary,no,yes,no,cellular,may,unknown,1,unpref
6,313,196,4,1,-2366,management,single,tertiary,no,yes,yes,cellular,feb,failure,1,yes
0,312,0,19,3,8335,technician,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,351,0,21,1,2052,admin.,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,170,0,14,3,-1260,blue-collar,single,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,376,2,27,2,646,entrepreneur,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,233,0,20,2,2810,technician,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
1,153,209,6,1,567,admin.,married,secondary,no,yes,yes,telephone,may,other,1,unpref
0,0,146,14,1,-1101,services,single,primary,no,no,no,cellular,oct,failure,1,unpref
0,325,0,14,10,4196,blue-collar,single,secondary,no,yes,yes,unknown,jun,unknown,1,unpref
0,8,228,4,2,2177,blue-collar,married,primary,no,yes,no,cellular,may,failure,1,unpref
0,0,0,5,2,3186,housemaid,married,unknown,no,no,no,telephone,jul,unknown,1,unpref
0,1474,0,17,1,3200,technician,single,tertiary,no,yes,no,cellular,jun,unknown,1,yes
0,107,0,15,5,-939,services,single,secondary,no,no,yes,unknown,jun,unknown,1,unpref
0,26,0,25,5,1396,management,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,345,0,17,11,3178,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
6,291,208,1,1,3441,blue-collar,married,secondary,no,no,no,cellular,aug,failure,1,yes
2,162,140,28,1,2853,management,married,tertiary,no,no,no,cellular,oct,failure,1,yes
0,128,1,25,11,-285,technician,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,156,0,6,1,2475,services,divorced,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,181,0,27,1,14,blue-collar,married,secondary,no,no,yes,cellular,jun,unknown,1,unpref
3,325,234,5,2,-1744,admin.,married,secondary,no,yes,no,cellular,may,other,1,unpref
0,29,0,25,3,-359,technician,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,72,0,19,2,937,management,married,tertiary,no,yes,no,cellular,jul,unknown,1,unpref
3,500,314,5,2,1840,housemaid,divorced,tertiary,no,yes,no,cellular,may,failure,1,yes
0,235,8,17,7,-127,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,10,0,29,19,5605,technician,divorced,unknown,no,yes,no,unknown,may,unknown,unpriv,unpref
0,32,0,27,2,676,services,single,secondary,no,no,no,cellular,may,unknown,1,unpref
0,353,0,14,1,5759,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,206,0,12,1,1422,admin.,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,247,0,8,8,2717,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
4,180,139,19,2,132,management,single,tertiary,no,yes,yes,cellular,jul,other,1,unpref
0,247,0,18,1,3701,admin.,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
6,218,315,11,3,1604,blue-collar,single,primary,no,yes,no,cellular,may,failure,1,unpref
1,305,239,13,1,4620,management,married,tertiary,no,yes,no,cellular,jul,failure,1,unpref
0,118,0,18,1,-2338,management,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,55,0,11,1,-700,technician,married,secondary,no,yes,no,telephone,apr,unknown,1,unpref
0,244,0,28,1,3010,technician,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,347,2,7,2,5576,blue-collar,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,123,0,7,3,1902,blue-collar,single,primary,no,yes,no,unknown,may,unknown,1,unpref
0,293,279,7,1,3820,technician,married,secondary,no,yes,no,cellular,apr,success,1,unpref
0,286,3,28,1,1570,blue-collar,married,secondary,no,yes,yes,cellular,jan,unknown,1,unpref
0,208,0,3,3,-873,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,1,unpref
0,52,0,10,3,-1150,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,0,0,24,9,-217,entrepreneur,single,unknown,no,no,no,cellular,nov,unknown,unpriv,unpref
0,48,0,12,1,-2382,blue-collar,single,primary,no,no,no,cellular,mar,unknown,1,yes
0,100,0,24,3,2977,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,98,1,9,1,117,technician,single,tertiary,no,no,yes,unknown,may,unknown,1,unpref
0,653,0,27,1,183,services,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,56,303,13,8,-644,services,single,secondary,no,yes,no,cellular,apr,other,unpriv,unpref
0,64,0,4,3,1925,management,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,169,0,24,3,1103,admin.,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
2,224,309,16,1,328,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,552,0,16,1,2529,services,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,419,0,22,1,1225,unemployed,married,tertiary,no,no,no,cellular,aug,unknown,1,yes
0,211,0,12,1,-3086,retired,married,secondary,no,no,no,unknown,jun,unknown,unpriv,yes
0,147,1,8,1,4168,technician,divorced,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,103,0,3,1,-2115,management,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,56,0,14,1,382,self-employed,married,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,119,0,23,2,620,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,531,0,22,4,4224,management,single,tertiary,no,no,no,cellular,apr,unknown,1,unpref
0,515,0,15,1,-569,technician,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,49,0,17,2,3720,entrepreneur,single,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,340,4,1,1,8204,blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,322,1,4,2,-211,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,0,0,25,3,1215,blue-collar,married,secondary,no,no,no,telephone,may,unknown,1,unpref
0,116,1,18,1,1193,management,single,tertiary,no,yes,no,unknown,jun,unknown,1,unpref
0,272,1,20,1,908,housemaid,divorced,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,316,0,13,1,-1707,retired,single,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,141,0,7,1,-207,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,35,284,10,2,3116,blue-collar,married,primary,no,yes,no,telephone,may,failure,1,unpref
0,288,0,18,2,4260,entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,448,0,11,2,98,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,yes
0,259,0,20,1,928,admin.,married,secondary,no,no,no,telephone,nov,unknown,unpriv,unpref
0,65,2,22,3,-1168,housemaid,divorced,primary,no,no,no,cellular,aug,unknown,1,unpref
0,0,0,23,12,1320,housemaid,married,unknown,no,no,no,telephone,nov,unknown,1,unpref
0,128,4,5,2,1688,admin.,single,secondary,no,yes,no,unknown,jun,unknown,unpriv,unpref
0,74,0,10,27,3251,technician,divorced,secondary,no,yes,yes,cellular,aug,unknown,1,unpref
0,128,0,1,1,4238,management,married,secondary,no,no,no,cellular,feb,unknown,1,unpref
0,88,0,8,1,1675,housemaid,divorced,tertiary,no,no,no,unknown,jun,unknown,1,unpref
0,115,0,22,1,-249,services,married,secondary,no,no,yes,unknown,jun,unknown,1,unpref
0,268,0,18,1,1577,blue-collar,single,primary,no,no,no,cellular,jul,unknown,1,unpref
0,27,0,25,1,1667,technician,married,tertiary,no,yes,no,cellular,apr,unknown,1,unpref
0,0,0,4,1,5844,management,single,tertiary,no,no,yes,unknown,may,unknown,1,unpref
0,9,0,10,2,2125,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,1,unpref
0,467,1,27,1,3345,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,0,155,10,1,35103,technician,divorced,secondary,no,no,no,cellular,feb,failure,1,yes
0,501,0,13,3,354,management,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,326,0,16,1,-614,blue-collar,married,primary,no,yes,no,cellular,aug,unknown,1,unpref
0,113,0,21,1,1571,management,divorced,primary,no,no,yes,unknown,jun,unknown,1,unpref
0,70,0,10,1,-5522,self-employed,married,secondary,yes,no,yes,cellular,jul,unknown,1,unpref
0,26,0,11,2,76,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,97,0,11,1,-235,management,married,primary,no,yes,yes,unknown,may,unknown,1,unpref
0,94,1,18,1,-2876,services,divorced,secondary,no,no,no,unknown,may,unknown,1,unpref
0,122,0,23,1,3350,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,221,0,22,1,76,technician,single,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,163,0,6,1,-1782,technician,single,secondary,no,yes,no,cellular,feb,unknown,1,unpref
0,40,0,20,4,-1741,entrepreneur,married,tertiary,no,no,yes,cellular,jul,unknown,1,unpref
0,220,0,29,24,850,services,married,secondary,no,yes,no,cellular,jun,unknown,1,unpref
0,200,0,14,1,8573,housemaid,married,primary,no,yes,no,telephone,jul,unknown,1,unpref
0,45,0,27,2,-744,admin.,single,tertiary,no,no,no,cellular,jan,unknown,1,unpref
0,230,0,20,1,1502,admin.,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,58,0,19,1,-5618,technician,divorced,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,430,0,15,2,119,housemaid,single,secondary,no,no,no,telephone,aug,unknown,1,yes
0,129,0,2,1,10217,blue-collar,married,secondary,no,yes,yes,cellular,sep,unknown,1,unpref
0,180,0,11,1,-1040,admin.,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,290,7,18,1,988,management,married,tertiary,no,no,yes,cellular,apr,unknown,1,unpref
0,356,1,27,18,-1937,technician,divorced,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,98,0,9,3,-4488,management,married,secondary,yes,no,yes,cellular,aug,unknown,1,unpref
0,7,0,22,3,-563,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,44,0,20,3,-212,admin.,divorced,secondary,no,yes,yes,cellular,nov,unknown,1,unpref
4,289,185,19,1,2480,technician,married,tertiary,no,yes,no,cellular,nov,failure,unpriv,unpref
0,129,0,7,2,1589,services,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,242,0,29,4,1519,technician,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
0,667,0,6,7,2473,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,1,unpref
0,152,0,20,3,-529,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,1,unpref
0,195,1,4,1,-690,blue-collar,divorced,primary,no,no,no,unknown,may,unknown,unpriv,unpref
0,229,0,4,1,-305,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,378,0,7,2,809,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,165,0,13,4,2042,technician,single,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,213,0,18,1,245,management,married,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,259,0,29,8,3324,management,single,tertiary,no,no,no,cellular,jul,unknown,1,unpref
0,161,0,18,1,-1648,blue-collar,single,secondary,no,yes,yes,unknown,may,unknown,1,unpref
0,73,128,8,2,-1445,services,single,secondary,no,yes,no,cellular,may,failure,1,unpref
0,1903,0,22,1,-18,services,single,secondary,no,no,no,cellular,jul,unknown,1,yes
0,212,2,15,2,1748,admin.,married,secondary,no,yes,no,cellular,nov,unknown,1,unpref
0,200,0,20,1,-132,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,66,0,14,2,-1371,management,married,tertiary,no,yes,no,cellular,aug,unknown,1,unpref
0,0,134,10,1,8559,management,divorced,tertiary,no,no,no,cellular,feb,success,1,yes
1,90,206,8,4,2209,technician,single,secondary,no,yes,no,cellular,may,failure,1,unpref
0,244,0,20,4,-1715,admin.,single,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,131,0,13,2,-821,management,married,secondary,no,no,yes,cellular,jul,unknown,1,unpref
0,131,0,17,3,1455,blue-collar,married,primary,no,no,no,cellular,aug,unknown,1,unpref
0,415,0,17,2,2411,technician,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,100,0,5,2,436,technician,single,secondary,no,yes,no,telephone,may,unknown,1,unpref
0,36,0,25,4,6008,blue-collar,divorced,primary,no,yes,yes,telephone,jul,unknown,1,unpref
0,426,0,20,1,-11,technician,married,primary,no,no,no,cellular,jul,unknown,1,unpref
0,50,179,9,1,-1038,blue-collar,married,primary,no,no,no,telephone,feb,success,1,yes
0,345,0,9,3,694,blue-collar,married,secondary,no,no,no,cellular,jun,unknown,1,unpref
0,269,0,14,2,-1326,services,divorced,secondary,no,yes,no,unknown,mar,unknown,1,unpref
0,82,0,10,1,-3315,management,single,tertiary,no,yes,no,cellular,may,unknown,1,unpref
0,362,27,4,1,2782,management,married,tertiary,no,yes,no,unknown,may,unknown,1,unpref
0,493,0,22,2,-751,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,1,unpref
0,135,0,13,2,1202,services,single,secondary,no,yes,yes,cellular,may,unknown,1,unpref
0,215,2,20,1,-3052,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,1,unpref
0,175,0,8,1,-834,technician,married,secondary,no,no,yes,cellular,nov,unknown,1,yes
0,292,0,10,3,30,management,married,tertiary,no,no,yes,cellular,aug,unknown,1,unpref
0,377,0,17,7,2755,management,divorced,secondary,no,no,no,cellular,jul,unknown,unpriv,yes
0,264,0,21,2,1471,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,245,0,19,1,5151,technician,single,tertiary,no,no,no,cellular,nov,unknown,unpriv,unpref
0,270,0,24,15,2711,self-employed,married,tertiary,no,yes,no,cellular,nov,unknown,1,unpref
0,105,0,11,1,1057,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1,unpref
0,339,0,11,1,4701,technician,single,secondary,no,yes,no,cellular,jul,unknown,1,unpref
0,60,72,12,1,776,unemployed,single,tertiary,no,no,no,cellular,feb,other,1,unpref
0,693,0,30,1,1750,management,married,tertiary,no,no,no,cellular,jan,unknown,1,unpref
0,139,0,16,6,-395,technician,married,primary,no,yes,no,cellular,aug,unknown,1,unpref
0,384,0,25,1,414,blue-collar,single,primary,no,yes,no,cellular,sep,unknown,1,unpref
2,113,238,15,1,4682,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,1,unpref
0,441,0,25,11,586,management,married,tertiary,no,no,no,cellular,aug,unknown,1,unpref
0,81,0,17,1,2945,self-employed,married,secondary,no,no,no,cellular,aug,unknown,1,unpref
2,166,76,1,1,-46,management,single,tertiary,no,yes,no,cellular,may,success,1,yes
0,102,0,20,1,1364,housemaid,single,unknown,no,no,no,cellular,nov,unknown,1,unpref
0,78,0,8,6,-858,technician,married,secondary,no,yes,no,telephone,nov,unknown,1,unpref
0,280,0,5,3,238,blue-collar,married,primary,no,no,no,unknown,aug,unknown,1,unpref
0,238,0,8,1,-873,blue-collar,single,tertiary,no,yes,no,cellular,may,unknown,unpriv,unpref
1,110,339,13,4,1620,services,married,secondary,no,yes,no,cellular,may,failure,1,unpref
0,455,0,16,1,793,technician,married,secondary,no,yes,no,cellular,jul,unknown,1,unpref
